timestamp_utc;place_id
2018-11-23 23:35:00;3
2018-11-23 23:35:00;1
2018-11-23 23:32:00;1
2018-11-23 23:08:00;3
2018-11-23 22:45:00;3
2018-11-23 22:41:00;3
2018-11-23 22:29:00;3
2018-11-23 22:26:00;1
2018-11-23 22:24:00;1
2018-11-23 22:23:00;1
2018-11-23 22:15:00;1
2018-11-23 22:08:00;1
2018-11-23 22:04:00;1
2018-11-23 22:01:00;3
2018-11-23 21:44:00;3
2018-11-23 21:41:00;1
2018-11-23 21:36:00;1
2018-11-23 21:32:00;1
2018-11-23 21:26:00;1
2018-11-23 21:19:00;1
2018-11-23 21:04:00;3
2018-11-23 20:55:00;1
2018-11-23 20:48:00;1
2018-11-23 20:45:00;1
2018-11-23 20:26:00;1
2018-11-23 20:19:00;1
2018-11-23 20:00:00;3
2018-11-23 19:56:00;3
2018-11-23 19:55:00;3
2018-11-23 19:54:00;1
2018-11-23 19:44:00;3
2018-11-23 19:44:00;3
2018-11-23 19:39:00;3
2018-11-23 19:33:00;1
2018-11-23 19:25:00;3
2018-11-23 19:23:00;1
2018-11-23 19:14:00;1
2018-11-23 19:01:00;3
2018-11-23 18:49:00;3
2018-11-23 18:48:00;1
2018-11-23 18:47:00;1
2018-11-23 18:38:00;3
2018-11-23 18:36:00;3
2018-11-23 18:35:00;3
2018-11-23 18:32:00;1
2018-11-23 18:29:00;1
2018-11-23 18:23:00;1
2018-11-23 18:23:00;3
2018-11-23 18:22:00;1
2018-11-23 18:21:00;1
2018-11-23 18:21:00;3
2018-11-23 18:08:00;1
2018-11-23 18:04:00;3
2018-11-23 17:56:00;1
2018-11-23 17:52:00;3
2018-11-23 17:37:00;1
2018-11-23 17:36:00;3
2018-11-23 17:28:00;2
2018-11-23 17:24:00;3
2018-11-23 17:22:00;1
2018-11-23 17:18:00;1
2018-11-23 16:58:00;1
2018-11-23 16:46:00;1
2018-11-23 16:42:00;1
2018-11-23 16:36:00;1
2018-11-23 16:33:00;1
2018-11-23 16:31:00;3
2018-11-23 16:29:00;3
2018-11-23 16:25:00;1
2018-11-23 16:21:00;1
2018-11-23 16:17:00;1
2018-11-23 16:05:00;3
2018-11-23 16:03:00;3
2018-11-23 15:59:00;1
2018-11-23 15:54:00;3
2018-11-23 15:53:00;3
2018-11-23 15:52:00;3
2018-11-23 15:51:00;1
2018-11-23 15:39:00;1
2018-11-23 15:34:00;1
2018-11-23 15:18:00;1
2018-11-23 15:14:00;1
2018-11-23 15:11:00;1
2018-11-23 15:04:00;1
2018-11-23 15:03:00;1
2018-11-23 14:59:00;1
2018-11-23 14:51:00;3
2018-11-23 14:41:00;1
2018-11-23 14:40:00;3
2018-11-23 14:10:00;0
2018-11-23 14:08:00;1
2018-11-23 14:05:00;3
2018-11-23 13:59:00;3
2018-11-23 13:49:00;2
2018-11-23 13:46:00;3
2018-11-23 13:30:00;1
2018-11-23 13:18:00;3
2018-11-23 12:37:00;1
2018-11-23 12:21:00;3
2018-11-23 12:16:00;3
2018-11-23 11:51:00;1
2018-11-23 10:45:00;1
2018-11-23 10:18:00;1
2018-11-23 10:04:00;3
2018-11-23 09:55:00;2
2018-11-23 08:22:00;3
2018-11-23 07:34:00;1
2018-11-23 03:38:00;1
2018-11-23 01:21:00;3
2018-11-23 00:53:00;1
2018-11-23 00:53:00;1
2018-11-22 23:54:00;1
2018-11-22 23:34:00;3
2018-11-22 22:59:00;3
2018-11-22 22:40:00;1
2018-11-22 22:35:00;3
2018-11-22 22:34:00;3
2018-11-22 22:19:00;3
2018-11-22 22:17:00;1
2018-11-22 22:09:00;1
2018-11-22 21:54:00;1
2018-11-22 21:15:00;1
2018-11-22 21:14:00;1
2018-11-22 21:13:00;1
2018-11-22 21:12:00;1
2018-11-22 21:11:00;1
2018-11-22 20:41:00;3
2018-11-22 20:33:00;1
2018-11-22 20:16:00;1
2018-11-22 20:12:00;3
2018-11-22 20:05:00;3
2018-11-22 19:59:00;3
2018-11-22 19:55:00;3
2018-11-22 19:52:00;1
2018-11-22 19:50:00;3
2018-11-22 19:20:00;1
2018-11-22 19:00:00;3
2018-11-22 18:57:00;3
2018-11-22 18:55:00;1
2018-11-22 18:45:00;3
2018-11-22 18:36:00;3
2018-11-22 18:35:00;3
2018-11-22 18:35:00;3
2018-11-22 18:32:00;3
2018-11-22 18:27:00;1
2018-11-22 18:21:00;1
2018-11-22 18:07:00;3
2018-11-22 18:03:00;1
2018-11-22 17:56:00;3
2018-11-22 17:52:00;1
2018-11-22 16:04:00;1
2018-11-22 16:00:00;1
2018-11-22 15:59:00;3
2018-11-22 15:44:00;3
2018-11-22 15:39:00;3
2018-11-22 15:29:00;1
2018-11-22 15:17:00;3
2018-11-22 15:04:00;3
2018-11-22 14:58:00;3
2018-11-22 14:44:00;3
2018-11-22 14:32:00;3
2018-11-22 14:01:00;3
2018-11-22 13:56:00;1
2018-11-22 13:54:00;1
2018-11-22 13:04:00;1
2018-11-22 12:01:00;3
2018-11-22 12:00:00;2
2018-11-22 11:55:00;3
2018-11-22 09:50:00;1
2018-11-22 00:30:00;1
2018-11-22 00:23:00;1
2018-11-22 00:08:00;3
2018-11-21 23:29:00;1
2018-11-21 22:19:00;3
2018-11-21 21:42:00;1
2018-11-21 21:04:00;3
2018-11-21 20:58:00;1
2018-11-21 20:34:00;1
2018-11-21 20:33:00;3
2018-11-21 20:32:00;1
2018-11-21 20:31:00;1
2018-11-21 20:30:00;3
2018-11-21 20:29:00;3
2018-11-21 20:14:00;1
2018-11-21 20:11:00;1
2018-11-21 19:09:00;1
2018-11-21 19:07:00;1
2018-11-21 18:57:00;1
2018-11-21 18:31:00;1
2018-11-21 18:23:00;1
2018-11-21 18:20:00;1
2018-11-21 18:15:00;1
2018-11-21 18:14:00;1
2018-11-21 18:13:00;1
2018-11-21 18:13:00;1
2018-11-21 18:13:00;1
2018-11-21 18:06:00;1
2018-11-21 18:05:00;1
2018-11-21 18:02:00;1
2018-11-21 17:50:00;3
2018-11-21 17:39:00;1
2018-11-21 17:25:00;3
2018-11-21 16:28:00;1
2018-11-21 16:17:00;1
2018-11-21 16:07:00;3
2018-11-21 15:14:00;1
2018-11-21 14:46:00;2
2018-11-21 14:39:00;1
2018-11-21 14:38:00;1
2018-11-21 14:28:00;1
2018-11-21 14:22:00;3
2018-11-21 14:06:00;3
2018-11-21 13:07:00;1
2018-11-21 12:49:00;2
2018-11-21 12:35:00;1
2018-11-21 12:28:00;1
2018-11-21 12:17:00;3
2018-11-21 12:14:00;1
2018-11-21 12:14:00;1
2018-11-21 12:14:00;1
2018-11-21 12:11:00;1
2018-11-21 12:09:00;1
2018-11-21 12:09:00;2
2018-11-21 11:35:00;1
2018-11-21 11:13:00;1
2018-11-21 10:55:00;3
2018-11-21 10:35:00;3
2018-11-21 09:24:00;1
2018-11-21 09:11:00;1
2018-11-21 01:16:00;1
2018-11-21 00:05:00;1
2018-11-20 23:58:00;1
2018-11-20 23:57:00;3
2018-11-20 23:55:00;3
2018-11-20 23:45:00;1
2018-11-20 23:40:00;3
2018-11-20 23:12:00;1
2018-11-20 23:10:00;1
2018-11-20 23:06:00;3
2018-11-20 22:49:00;1
2018-11-20 22:21:00;1
2018-11-20 22:05:00;3
2018-11-20 21:58:00;3
2018-11-20 21:49:00;1
2018-11-20 21:47:00;1
2018-11-20 21:45:00;1
2018-11-20 20:25:00;3
2018-11-20 20:04:00;1
2018-11-20 20:03:00;1
2018-11-20 20:02:00;3
2018-11-20 19:42:00;1
2018-11-20 19:41:00;1
2018-11-20 19:36:00;2
2018-11-20 19:31:00;1
2018-11-20 19:28:00;1
2018-11-20 19:06:00;3
2018-11-20 19:00:00;3
2018-11-20 18:55:00;1
2018-11-20 18:50:00;3
2018-11-20 18:42:00;3
2018-11-20 18:40:00;3
2018-11-20 18:40:00;3
2018-11-20 18:28:00;1
2018-11-20 18:20:00;1
2018-11-20 18:13:00;1
2018-11-20 17:59:00;1
2018-11-20 17:30:00;1
2018-11-20 17:27:00;2
2018-11-20 17:26:00;3
2018-11-20 17:24:00;1
2018-11-20 17:24:00;1
2018-11-20 17:11:00;3
2018-11-20 16:57:00;3
2018-11-20 16:48:00;1
2018-11-20 16:44:00;3
2018-11-20 16:33:00;1
2018-11-20 16:28:00;3
2018-11-20 16:23:00;1
2018-11-20 16:13:00;1
2018-11-20 16:04:00;3
2018-11-20 15:56:00;3
2018-11-20 15:35:00;1
2018-11-20 15:33:00;3
2018-11-20 15:20:00;1
2018-11-20 15:12:00;1
2018-11-20 15:10:00;1
2018-11-20 14:35:00;3
2018-11-20 13:55:00;3
2018-11-20 13:51:00;1
2018-11-20 13:41:00;1
2018-11-20 13:35:00;1
2018-11-20 13:23:00;3
2018-11-20 13:11:00;3
2018-11-20 13:09:00;3
2018-11-20 12:34:00;1
2018-11-20 12:21:00;3
2018-11-20 12:13:00;3
2018-11-20 11:42:00;1
2018-11-20 11:36:00;2
2018-11-20 11:28:00;3
2018-11-20 10:58:00;3
2018-11-20 10:55:00;3
2018-11-20 10:42:00;1
2018-11-20 10:10:00;3
2018-11-20 10:02:00;1
2018-11-20 09:40:00;1
2018-11-20 07:18:00;1
2018-11-20 01:44:00;1
2018-11-20 01:39:00;1
2018-11-20 00:32:00;1
2018-11-19 23:33:00;1
2018-11-19 23:11:00;3
2018-11-19 23:10:00;1
2018-11-19 23:09:00;1
2018-11-19 22:27:00;1
2018-11-19 21:54:00;1
2018-11-19 21:22:00;3
2018-11-19 21:18:00;3
2018-11-19 21:13:00;3
2018-11-19 21:10:00;1
2018-11-19 21:08:00;1
2018-11-19 20:14:00;1
2018-11-19 20:08:00;1
2018-11-19 20:06:00;1
2018-11-19 20:06:00;1
2018-11-19 20:01:00;1
2018-11-19 19:35:00;1
2018-11-19 19:27:00;2
2018-11-19 19:23:00;1
2018-11-19 19:11:00;3
2018-11-19 19:09:00;3
2018-11-19 19:04:00;1
2018-11-19 18:58:00;1
2018-11-19 18:51:00;1
2018-11-19 18:50:00;3
2018-11-19 18:46:00;1
2018-11-19 18:44:00;3
2018-11-19 17:58:00;1
2018-11-19 17:42:00;1
2018-11-19 17:29:00;3
2018-11-19 17:20:00;1
2018-11-19 17:13:00;1
2018-11-19 17:09:00;1
2018-11-19 16:54:00;3
2018-11-19 16:47:00;3
2018-11-19 16:42:00;1
2018-11-19 16:28:00;1
2018-11-19 16:18:00;1
2018-11-19 16:14:00;1
2018-11-19 15:50:00;1
2018-11-19 15:00:00;1
2018-11-19 14:58:00;1
2018-11-19 14:40:00;1
2018-11-19 14:37:00;3
2018-11-19 14:33:00;3
2018-11-19 14:10:00;1
2018-11-19 14:08:00;1
2018-11-19 14:07:00;1
